진단지역,ID,그룹,Data No.,유형,Category 1 type,Category 2 type,등록일시,위도,경도,대분류,중분류,질문_Num,질문_기준,질문_내용,점수,리뷰,이미지경로
범일초등학교,minji5749,1,1997,2,2,2,2024.08.30 08:11:54,35.1399531,129.0497614,공공건축물,접근공간,3,안전성,공공건축물의 도로부터 건축물 내부까지 안전하게 이동할 수 있나요?,4,야간에도 잘 보일 수 있도록 후문 표지판을 야광으로 했으먄 좋겠다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1997_136_240830_93_103
범일초등학교,minji5749,1,1997,2,2,2,2024.08.30 08:11:54,35.1399531,129.0497614,공공건축물,접근공간,4,정보제공성,"공공건축물은 건물 내외부 시설명판, 안내도, 출입구 표지 등을 친절하게 안내하나요?",3,야간에도 잘 보일 수 있도록 후문 표지판을 야광으로 했으먄 좋겠다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1997_136_240830_93_103
범일초등학교,minji5749,1,1997,2,2,2,2024.08.30 08:11:54,35.1399531,129.0497614,공공건축물,접근공간,5,포용성,공공건축물은 계단이나 경사로 등 장애인/임산부/노인 등을 위한 정보를 제시하고 있나요?,4,야간에도 잘 보일 수 있도록 후문 표지판을 야광으로 했으먄 좋겠다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1997_136_240830_93_103
범일초등학교,minji5749,1,1997,2,2,2,2024.08.30 08:11:54,35.1399531,129.0497614,공공건축물,접근공간,6,심미성,공공건축물의 외관은 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,2,야간에도 잘 보일 수 있도록 후문 표지판을 야광으로 했으먄 좋겠다,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1997_136_240830_93_103
범일초등학교,minji5749,1,1996,2,2,2,2024.08.30 08:10:33,35.1399013,129.0497249,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,3,저녁에도 잘 보일 수 있게끔 바닥에 야광등? 조명같은 거 설치필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1996_136_240830_91_98
범일초등학교,minji5749,1,1996,2,2,2,2024.08.30 08:10:33,35.1399013,129.0497249,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,3,저녁에도 잘 보일 수 있게끔 바닥에 야광등? 조명같은 거 설치필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1996_136_240830_91_98
범일초등학교,minji5749,1,1996,2,2,2,2024.08.30 08:10:33,35.1399013,129.0497249,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,1,저녁에도 잘 보일 수 있게끔 바닥에 야광등? 조명같은 거 설치필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1996_136_240830_91_98
범일초등학교,minji5749,1,1996,2,2,2,2024.08.30 08:10:33,35.1399013,129.0497249,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",1,저녁에도 잘 보일 수 있게끔 바닥에 야광등? 조명같은 거 설치필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1996_136_240830_91_98
범일초등학교,minji5749,1,1996,2,2,2,2024.08.30 08:10:33,35.1399013,129.0497249,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,4,저녁에도 잘 보일 수 있게끔 바닥에 야광등? 조명같은 거 설치필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1996_136_240830_91_98
범일초등학교,minji5749,1,1996,2,2,2,2024.08.30 08:10:33,35.1399013,129.0497249,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,2,저녁에도 잘 보일 수 있게끔 바닥에 야광등? 조명같은 거 설치필요함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1996_136_240830_91_98
범일초등학교,minji5749,1,1995,2,2,2,2024.08.30 08:09:09,35.1395989,129.0497095,도로 (공공시설물),보호펜스,1,접근성,보호펜스는 추락과 충돌 등 보행자 보호가 필요한 위치에 설치되었나요?,1,내리막길과 이어져있는 부분인데 보호펜스가 없음 볼라드라고 보기도 어려움,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1995_136_240830_94_108
범일초등학교,minji5749,1,1995,2,2,2,2024.08.30 08:09:09,35.1395989,129.0497095,도로 (공공시설물),보호펜스,2,이동성,보호펜스는 보행자 및 자전거 차량의 이동을 효과적으로 방지하고 있나요?,1,내리막길과 이어져있는 부분인데 보호펜스가 없음 볼라드라고 보기도 어려움,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1995_136_240830_94_108
범일초등학교,minji5749,1,1995,2,2,2,2024.08.30 08:09:09,35.1395989,129.0497095,도로 (공공시설물),보호펜스,3,안전성,"보호펜스의 지지대와 연결부위는 충격에 견고하게 설치되었으며, 부재의 마감처리는 안전하게 완료되었나요?",1,내리막길과 이어져있는 부분인데 보호펜스가 없음 볼라드라고 보기도 어려움,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1995_136_240830_94_108
범일초등학교,minji5749,1,1995,2,2,2,2024.08.30 08:09:09,35.1395989,129.0497095,도로 (공공시설물),보호펜스,4,정보제공성,보호펜스는 주/야간 모두 보행자와 운전자가 직관적으로 확인할 수 있도록 시인성을 확보하였나요? ,1,내리막길과 이어져있는 부분인데 보호펜스가 없음 볼라드라고 보기도 어려움,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1995_136_240830_94_108
범일초등학교,minji5749,1,1995,2,2,2,2024.08.30 08:09:09,35.1395989,129.0497095,도로 (공공시설물),보호펜스,5,포용성,"보호펜스는 아이, 색약, 휠체어 등의 교통약자의 안전을 지원하기 위한 수단을 충분히 고려했나요?",1,내리막길과 이어져있는 부분인데 보호펜스가 없음 볼라드라고 보기도 어려움,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1995_136_240830_94_108
범일초등학교,minji5749,1,1995,2,2,2,2024.08.30 08:09:09,35.1395989,129.0497095,도로 (공공시설물),보호펜스,6,심미성,"보호펜스의 디자인은 일관성 있고, 심미적으로 주변 환경과 조화를 이루고 있나요?",1,내리막길과 이어져있는 부분인데 보호펜스가 없음 볼라드라고 보기도 어려움,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1995_136_240830_94_108
범일초등학교,minji5749,1,1994,2,2,2,2024.08.30 08:07:22,35.1396714,129.0497429,도로 (공공시설물),보호펜스,1,접근성,보호펜스는 추락과 충돌 등 보행자 보호가 필요한 위치에 설치되었나요?,1,내리막길인데 펜스 길이가 턱없이 짧아서 3m 추가필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1994_136_240830_94_108
범일초등학교,minji5749,1,1994,2,2,2,2024.08.30 08:07:22,35.1396714,129.0497429,도로 (공공시설물),보호펜스,2,이동성,보호펜스는 보행자 및 자전거 차량의 이동을 효과적으로 방지하고 있나요?,1,내리막길인데 펜스 길이가 턱없이 짧아서 3m 추가필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1994_136_240830_94_108
범일초등학교,minji5749,1,1994,2,2,2,2024.08.30 08:07:22,35.1396714,129.0497429,도로 (공공시설물),보호펜스,3,안전성,"보호펜스의 지지대와 연결부위는 충격에 견고하게 설치되었으며, 부재의 마감처리는 안전하게 완료되었나요?",1,내리막길인데 펜스 길이가 턱없이 짧아서 3m 추가필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1994_136_240830_94_108
범일초등학교,minji5749,1,1994,2,2,2,2024.08.30 08:07:22,35.1396714,129.0497429,도로 (공공시설물),보호펜스,4,정보제공성,보호펜스는 주/야간 모두 보행자와 운전자가 직관적으로 확인할 수 있도록 시인성을 확보하였나요? ,1,내리막길인데 펜스 길이가 턱없이 짧아서 3m 추가필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1994_136_240830_94_108
범일초등학교,minji5749,1,1994,2,2,2,2024.08.30 08:07:22,35.1396714,129.0497429,도로 (공공시설물),보호펜스,5,포용성,"보호펜스는 아이, 색약, 휠체어 등의 교통약자의 안전을 지원하기 위한 수단을 충분히 고려했나요?",1,내리막길인데 펜스 길이가 턱없이 짧아서 3m 추가필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1994_136_240830_94_108
범일초등학교,minji5749,1,1994,2,2,2,2024.08.30 08:07:22,35.1396714,129.0497429,도로 (공공시설물),보호펜스,6,심미성,"보호펜스의 디자인은 일관성 있고, 심미적으로 주변 환경과 조화를 이루고 있나요?",1,내리막길인데 펜스 길이가 턱없이 짧아서 3m 추가필요,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1994_136_240830_94_108
범일초등학교,minji5749,1,1993,2,2,2,2024.08.30 08:05:51,35.139668,129.049722,도로 (공공시설물),보호펜스,1,접근성,보호펜스는 추락과 충돌 등 보행자 보호가 필요한 위치에 설치되었나요?,1,"정문에 있는 펜스와 같이 노란색으로 저녁에도 잘보이는 펜스였으면 절실, 내리막길이므로 중요함",https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1993_136_240830_94_108
범일초등학교,minji5749,1,1993,2,2,2,2024.08.30 08:05:51,35.139668,129.049722,도로 (공공시설물),보호펜스,2,이동성,보호펜스는 보행자 및 자전거 차량의 이동을 효과적으로 방지하고 있나요?,1,"정문에 있는 펜스와 같이 노란색으로 저녁에도 잘보이는 펜스였으면 절실, 내리막길이므로 중요함",https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1993_136_240830_94_108
범일초등학교,minji5749,1,1993,2,2,2,2024.08.30 08:05:51,35.139668,129.049722,도로 (공공시설물),보호펜스,3,안전성,"보호펜스의 지지대와 연결부위는 충격에 견고하게 설치되었으며, 부재의 마감처리는 안전하게 완료되었나요?",1,"정문에 있는 펜스와 같이 노란색으로 저녁에도 잘보이는 펜스였으면 절실, 내리막길이므로 중요함",https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1993_136_240830_94_108
범일초등학교,minji5749,1,1993,2,2,2,2024.08.30 08:05:51,35.139668,129.049722,도로 (공공시설물),보호펜스,4,정보제공성,보호펜스는 주/야간 모두 보행자와 운전자가 직관적으로 확인할 수 있도록 시인성을 확보하였나요? ,1,"정문에 있는 펜스와 같이 노란색으로 저녁에도 잘보이는 펜스였으면 절실, 내리막길이므로 중요함",https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1993_136_240830_94_108
범일초등학교,minji5749,1,1993,2,2,2,2024.08.30 08:05:51,35.139668,129.049722,도로 (공공시설물),보호펜스,5,포용성,"보호펜스는 아이, 색약, 휠체어 등의 교통약자의 안전을 지원하기 위한 수단을 충분히 고려했나요?",1,"정문에 있는 펜스와 같이 노란색으로 저녁에도 잘보이는 펜스였으면 절실, 내리막길이므로 중요함",https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1993_136_240830_94_108
범일초등학교,minji5749,1,1993,2,2,2,2024.08.30 08:05:51,35.139668,129.049722,도로 (공공시설물),보호펜스,6,심미성,"보호펜스의 디자인은 일관성 있고, 심미적으로 주변 환경과 조화를 이루고 있나요?",3,"정문에 있는 펜스와 같이 노란색으로 저녁에도 잘보이는 펜스였으면 절실, 내리막길이므로 중요함",https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1993_136_240830_94_108
범일초등학교,minji5749,1,1992,2,2,2,2024.08.30 08:01:18,35.1392726,129.0506957,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,4,도보가 너무 좁아서 이동할 떼 불편함 그리고 티일 색이 너무 화려함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1992_136_240830_91_98
범일초등학교,minji5749,1,1992,2,2,2,2024.08.30 08:01:18,35.1392726,129.0506957,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,4,도보가 너무 좁아서 이동할 떼 불편함 그리고 티일 색이 너무 화려함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1992_136_240830_91_98
범일초등학교,minji5749,1,1992,2,2,2,2024.08.30 08:01:18,35.1392726,129.0506957,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,2,도보가 너무 좁아서 이동할 떼 불편함 그리고 티일 색이 너무 화려함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1992_136_240830_91_98
범일초등학교,minji5749,1,1992,2,2,2,2024.08.30 08:01:18,35.1392726,129.0506957,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",2,도보가 너무 좁아서 이동할 떼 불편함 그리고 티일 색이 너무 화려함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1992_136_240830_91_98
범일초등학교,minji5749,1,1992,2,2,2,2024.08.30 08:01:18,35.1392726,129.0506957,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,4,도보가 너무 좁아서 이동할 떼 불편함 그리고 티일 색이 너무 화려함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1992_136_240830_91_98
범일초등학교,minji5749,1,1992,2,2,2,2024.08.30 08:01:18,35.1392726,129.0506957,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,1,도보가 너무 좁아서 이동할 떼 불편함 그리고 티일 색이 너무 화려함,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1992_136_240830_91_98
범일초등학교,smile2me,1,1991,2,2,2,2024.08.30 03:58:07,35.1351351,129.0436834,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,3,점자블록들이 있어 보행로 같으나 주차장으로 쓰이고 잡초가 곳곳에 나서 관리 되지 않는 장소같음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1991_139_240830_91_98
범일초등학교,smile2me,1,1991,2,2,2,2024.08.30 03:58:07,35.1351351,129.0436834,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,2,점자블록들이 있어 보행로 같으나 주차장으로 쓰이고 잡초가 곳곳에 나서 관리 되지 않는 장소같음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1991_139_240830_91_98
범일초등학교,smile2me,1,1991,2,2,2,2024.08.30 03:58:07,35.1351351,129.0436834,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,2,점자블록들이 있어 보행로 같으나 주차장으로 쓰이고 잡초가 곳곳에 나서 관리 되지 않는 장소같음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1991_139_240830_91_98
범일초등학교,smile2me,1,1991,2,2,2,2024.08.30 03:58:07,35.1351351,129.0436834,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",2,점자블록들이 있어 보행로 같으나 주차장으로 쓰이고 잡초가 곳곳에 나서 관리 되지 않는 장소같음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1991_139_240830_91_98
범일초등학교,smile2me,1,1991,2,2,2,2024.08.30 03:58:07,35.1351351,129.0436834,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,1,점자블록들이 있어 보행로 같으나 주차장으로 쓰이고 잡초가 곳곳에 나서 관리 되지 않는 장소같음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1991_139_240830_91_98
범일초등학교,smile2me,1,1991,2,2,2,2024.08.30 03:58:07,35.1351351,129.0436834,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,1,점자블록들이 있어 보행로 같으나 주차장으로 쓰이고 잡초가 곳곳에 나서 관리 되지 않는 장소같음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1991_139_240830_91_98
범일초등학교,smile2me,1,1990,2,2,2,2024.08.30 03:55:24,35.1351351,129.0436834,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,2,소방도로와 보행로를 구분하는 연석이 정비가 필요함.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1990_139_240830_91_98
범일초등학교,smile2me,1,1990,2,2,2,2024.08.30 03:55:24,35.1351351,129.0436834,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,1,소방도로와 보행로를 구분하는 연석이 정비가 필요함.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1990_139_240830_91_98
범일초등학교,smile2me,1,1990,2,2,2,2024.08.30 03:55:24,35.1351351,129.0436834,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,2,소방도로와 보행로를 구분하는 연석이 정비가 필요함.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1990_139_240830_91_98
범일초등학교,smile2me,1,1990,2,2,2,2024.08.30 03:55:24,35.1351351,129.0436834,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",1,소방도로와 보행로를 구분하는 연석이 정비가 필요함.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1990_139_240830_91_98
범일초등학교,smile2me,1,1990,2,2,2,2024.08.30 03:55:24,35.1351351,129.0436834,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,1,소방도로와 보행로를 구분하는 연석이 정비가 필요함.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1990_139_240830_91_98
범일초등학교,smile2me,1,1990,2,2,2,2024.08.30 03:55:24,35.1351351,129.0436834,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,1,소방도로와 보행로를 구분하는 연석이 정비가 필요함.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1990_139_240830_91_98
범일초등학교,smile2me,1,1989,2,2,2,2024.08.30 03:53:02,35.1531532,129.0502167,보도 (공공공간),보도,1,접근성,보행로는 시설물이나 차량진입로 등으로 인해 단절되지 않고 접근하기 편리한가요?,3,보행로 사이에 갑작스러운 틈이 있어 보행자가 주의하지 않으면 추락할 위험이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1989_139_240830_91_98
범일초등학교,smile2me,1,1989,2,2,2,2024.08.30 03:53:02,35.1531532,129.0502167,보도 (공공공간),보도,2,이동성,보행로는 보행이동 동선 상에 마감재 포장 등으로 인한 단차가 없이 이동하기 편안한가요?,2,보행로 사이에 갑작스러운 틈이 있어 보행자가 주의하지 않으면 추락할 위험이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1989_139_240830_91_98
범일초등학교,smile2me,1,1989,2,2,2,2024.08.30 03:53:02,35.1531532,129.0502167,보도 (공공공간),보도,3,안전성,보행로는 안전하고 편안하게 통행할 수 있나요?,2,보행로 사이에 갑작스러운 틈이 있어 보행자가 주의하지 않으면 추락할 위험이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1989_139_240830_91_98
범일초등학교,smile2me,1,1989,2,2,2,2024.08.30 03:53:02,35.1531532,129.0502167,보도 (공공공간),보도,4,정보제공성,"보행구역은 마감재 색상, 질감 등으로 명확하게 구분되었나요?",2,보행로 사이에 갑작스러운 틈이 있어 보행자가 주의하지 않으면 추락할 위험이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1989_139_240830_91_98
범일초등학교,smile2me,1,1989,2,2,2,2024.08.30 03:53:02,35.1531532,129.0502167,보도 (공공공간),보도,5,포용성,보행로는 사회적 교통약자(휠체어) 및 장애인을 위한 시설(점자블록)이 적절하게 설치되었나요?,1,보행로 사이에 갑작스러운 틈이 있어 보행자가 주의하지 않으면 추락할 위험이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1989_139_240830_91_98
범일초등학교,smile2me,1,1989,2,2,2,2024.08.30 03:53:02,35.1531532,129.0502167,보도 (공공공간),보도,6,심미성,보행로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,1,보행로 사이에 갑작스러운 틈이 있어 보행자가 주의하지 않으면 추락할 위험이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1989_139_240830_91_98
범일초등학교,smile2me,1,1988,2,2,2,2024.08.30 03:50:29,35.1531532,129.0502167,보도 (공공공간),차량 진출입로,1,접근성,차량진출입부는 보도의 높이와 비교시 접근하기에 편리했나요?,2,차량진출입로 표시가 전혀 없어 보행자가 지나다닐때 차량 진출입에 위험할수 있음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1988_139_240830_91_100
범일초등학교,smile2me,1,1988,2,2,2,2024.08.30 03:50:29,35.1531532,129.0502167,보도 (공공공간),차량 진출입로,2,이동성,"차량이 보도를 통과할 경우, 보행환경은 보행자의 혼란을 최소화해 이동하기에 편리했나요?",2,차량진출입로 표시가 전혀 없어 보행자가 지나다닐때 차량 진출입에 위험할수 있음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1988_139_240830_91_100
범일초등학교,smile2me,1,1988,2,2,2,2024.08.30 03:50:29,35.1531532,129.0502167,보도 (공공공간),차량 진출입로,3,안전성,"보행자와 차량의 상충이 없도록 노면표시, 안전표지, 마감재 등이 적절하게 설치되었나요?",1,차량진출입로 표시가 전혀 없어 보행자가 지나다닐때 차량 진출입에 위험할수 있음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1988_139_240830_91_100
범일초등학교,smile2me,1,1988,2,2,2,2024.08.30 03:50:29,35.1531532,129.0502167,보도 (공공공간),차량 진출입로,4,정보제공성,차량진입/보행 안전과 관련된 시설물은 잘 보이는 위치와 높이에 설치되었나요?,1,차량진출입로 표시가 전혀 없어 보행자가 지나다닐때 차량 진출입에 위험할수 있음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1988_139_240830_91_100
범일초등학교,smile2me,1,1988,2,2,2,2024.08.30 03:50:29,35.1531532,129.0502167,보도 (공공공간),차량 진출입로,5,포용성,차량진입로는 사회적 교통약자(휠체어) 및 장애인이 이동하기에 적절한가요?,1,차량진출입로 표시가 전혀 없어 보행자가 지나다닐때 차량 진출입에 위험할수 있음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1988_139_240830_91_100
범일초등학교,smile2me,1,1988,2,2,2,2024.08.30 03:50:29,35.1531532,129.0502167,보도 (공공공간),차량 진출입로,6,심미성,차량진입로는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,2,차량진출입로 표시가 전혀 없어 보행자가 지나다닐때 차량 진출입에 위험할수 있음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1988_139_240830_91_100
범일초등학교,smile2me,1,1987,2,2,2,2024.08.30 03:47:52,35.1531532,129.0502167,도로 (공공시설물),버스 승차대,1,접근성,버스 승차대는 개방성을 확보하고 보행가로 및 주변 건축물에서 접근하기 편리한가요?,3,버스 정류장애 타일들이 깨져 잘못하면 넘어질 확률이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1987_139_240830_94_109
범일초등학교,smile2me,1,1987,2,2,2,2024.08.30 03:47:52,35.1531532,129.0502167,도로 (공공시설물),버스 승차대,2,이동성,"버스 승차대 주변은 장애물을 최소화하고, 대기중인 승객들이 이동하기에 편안한가요?",3,버스 정류장애 타일들이 깨져 잘못하면 넘어질 확률이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1987_139_240830_94_109
범일초등학교,smile2me,1,1987,2,2,2,2024.08.30 03:47:52,35.1531532,129.0502167,도로 (공공시설물),버스 승차대,3,안전성,"버스 승차대는 미끄럼, 차량 경로이탈 등으로 인한 위험을 방지할 수 있도록 구성되었나요?",3,버스 정류장애 타일들이 깨져 잘못하면 넘어질 확률이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1987_139_240830_94_109
범일초등학교,smile2me,1,1987,2,2,2,2024.08.30 03:47:52,35.1531532,129.0502167,도로 (공공시설물),버스 승차대,4,정보제공성,"버스 승차대는 버스노선, 운행정보와 관련하여 통합적 안내시스템을 제공하나요? ",4,버스 정류장애 타일들이 깨져 잘못하면 넘어질 확률이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1987_139_240830_94_109
범일초등학교,smile2me,1,1987,2,2,2,2024.08.30 03:47:52,35.1531532,129.0502167,도로 (공공시설물),버스 승차대,5,포용성,버스 승차대는 장애인 등의 교통약자의 사용을 지원하기 위한 시설(음성안내 등)을 제공하고 있나요?,4,버스 정류장애 타일들이 깨져 잘못하면 넘어질 확률이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1987_139_240830_94_109
범일초등학교,smile2me,1,1987,2,2,2,2024.08.30 03:47:52,35.1531532,129.0502167,도로 (공공시설물),버스 승차대,6,심미성,버스 승차대는 심미적으로 주변 환경과 조화를 이루도록 디자인 되었나요?,3,버스 정류장애 타일들이 깨져 잘못하면 넘어질 확률이 있음.,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1987_139_240830_94_109
범일초등학교,smile2me,1,1986,2,2,2,2024.08.30 03:45:05,35.1531532,129.0502167,보도 (공공공간),횡단보도,1,접근성,횡단보도의 진입부는 위치 확인이 쉽고 접근하기 편리한가요?,3,차량 소통이 많은 곳임에도 불구하고 횡단보도가 없음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1986_139_240830_91_101
범일초등학교,smile2me,1,1986,2,2,2,2024.08.30 03:45:05,35.1531532,129.0502167,보도 (공공공간),횡단보도,2,이동성,"횡단보도는 보행장애물, 파손, 시설물 등에 의해 방해받지 않고 이동하기 편리한가요?",3,차량 소통이 많은 곳임에도 불구하고 횡단보도가 없음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1986_139_240830_91_101
범일초등학교,smile2me,1,1986,2,2,2,2024.08.30 03:45:05,35.1531532,129.0502167,보도 (공공공간),횡단보도,3,안전성,횡단보도는 대기  보행자 보호를 위해 운전자의 눈에 잘 띄면서 차량진입은 불가능한 안전한 구조인가요?,1,차량 소통이 많은 곳임에도 불구하고 횡단보도가 없음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1986_139_240830_91_101
범일초등학교,smile2me,1,1986,2,2,2,2024.08.30 03:45:05,35.1531532,129.0502167,보도 (공공공간),횡단보도,4,정보제공성,횡단보도 신호등에 시간표시기가 설치되었는가요?,1,차량 소통이 많은 곳임에도 불구하고 횡단보도가 없음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1986_139_240830_91_101
범일초등학교,smile2me,1,1986,2,2,2,2024.08.30 03:45:05,35.1531532,129.0502167,보도 (공공공간),횡단보도,5,포용성,횡단보도는 양단 진입부에 점자블록 등 교통약자를 위한 시설을 충분하게 갖추었나요?,2,차량 소통이 많은 곳임에도 불구하고 횡단보도가 없음,https://tndl-nextchain.s3.ap-northeast-2.amazonaws.com/1986_139_240830_91_101
